Title,Artist,Year,Entities,Entity Lines
6locc 6a6y,Lil Loaded,2019.,"[{'levis', 'glock', 'nikes'}, set()]","{'brands': {'glock': ""Got a new Glock to go with my new 'fit (New 'fit)"", 'nikes': ""Brand new 'fit, got a Glock with the G Nikes (Skrrt)"", 'levis': 'Fresh white tee with a creased pair of Levis'}, 'locations': {}}"
Say Love,James TW,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
All You Need To Know,Gryffin,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Una Vida Para Recordar,Piso 21,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Un Suspiró,JR Torres,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Peach,Kevin Abstract,2019.,"[set(), {'atlanta'}]","{'brands': {}, 'locations': {'atlanta': 'Atlanta, we was kids, baby'}}"
Big Gangsta,Kevin Gates,2019.,"[{'honda'}, {'paris'}]","{'brands': {'honda': 'I got what you want, I deliver the fungus up under the trunk of the Honda Civic'}, 'locations': {'paris': ""I got 'em looking like Paris Hilton""}}"
La La Lost You,NIKI,2019.,"[set(), {'brooklyns', 'brooklyn', 'malibu', 'manhattans', 'new york'}]","{'brands': {}, 'locations': {'manhattans': ""I mean, Manhattan's\u2005nice, but so are Malibu nights"", 'malibu': ""I mean, Manhattan's\u2005nice, but so are Malibu nights"", 'brooklyns': ""And fuckin' on Brooklyns in Brooklyn"", 'brooklyn': ""And fuckin' on Brooklyns in Brooklyn"", 'new york': 'Hope New York holds you'}}"
Treat People With Kindness,Harry Styles,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Born For This,The Score,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Never Go Back,Dennis Lloyd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Asmalibrasi,Soegi Bornean,2019.,"[set(), {'asmara'}]","{'brands': {}, 'locations': {'asmara': 'Asmara telah terkalibrasi'}}"
WHAT TO DO?,JACKBOYS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Glitter,BENEE,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
白日,King Gnu,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Solita,Sech,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Caballero,Alejandro Fernández,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Babushka Boi,A$AP Rocky,2019.,"[{'bentleys', 'prada'}, set()]","{'brands': {'bentleys': 'Bentleys for the phantoms (Uh)', 'prada': 'Card scammers and the Prada boosters'}, 'locations': {}}"
Es Que Me Gustas,Los 2 de la S,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Amor No Fue Pa´ Mí,Grupo Firme,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Pretty Heart,Parker McCollum,2019.,"[set(), {'austin'}]","{'brands': {}, 'locations': {'austin': 'In these Austin neon lights'}}"
Slow Dance,AJ Mitchell,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Talk You Out Of It,Florida Georgia Line,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Good as You,Kane Brown,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Tá Rocheda,Os Barões Da Pisadinha,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
6 Kiss,Trippie Redd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Like It's Christmas,Jonas Brothers,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Daddy,Blueface,2019.,"[{'chanel', 'louis', 'gucci', 'prada', 'fendis', 'dolce', 'honda', 'fendi', 'jimmy choo', 'balenciaga'}, set()]","{'brands': {'dolce': ""She gon' do it for some Dolce Gabbana"", 'louis': 'Louis, Gucci, Fendi, Prada (Designer)', 'gucci': 'Louis, Gucci, Fendi, Prada (Designer)', 'fendi': 'Louis, Gucci, Fendi, Prada (Designer)', 'prada': 'Louis, Gucci, Fendi, Prada (Designer)', 'balenciaga': 'With no strings attached like Balenciaga (Yeah, aight)20Embed', 'fendis': 'I just got her new Fendis, with no strings attached (Bop, bop)', 'chanel': ""You might get Chanel, you gon' be aight"", 'jimmy choo': ""She gon' do it all for Chanel and Jimmy Choo (Jimmy Choo)"", 'honda': ""How the fuck I got the Bentley? I ain't had a Honda (Ooh)""}, 'locations': {}}"
Death,Trippie Redd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Pagtingin,Ben&Ben,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Chicken Noodle Soup,j-hope,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bossa No Sé,Cuco,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Buho,Luis R Conriquez,2019.,"[set(), {'tijuana', 'san diego'}]","{'brands': {}, 'locations': {'tijuana': 'Por clave yo soy el Búho de Tijuana', 'san diego': 'Desde La Tía hasta San Diego'}}"
Sa Ngalan Ng Pag-Ibig,December Avenue,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Racks in the Middle,Nipsey Hussle,2019.,"[{'lambo', 'dior', 'maybach', 'puma', 'patek'}, {'vegas'}]","{'brands': {'patek': 'Tryna put the water on my Patek (Mhmmhm)', 'maybach': 'Motorcaded shooters plus the Maybach chauffeur driven', 'lambo': ""Engine in the Lambo drownin' out the music"", 'dior': 'Silk Dior with the flowers, five gold Cubans', 'puma': 'Next day we flew to Vegas, with my Puma connects'}, 'locations': {'vegas': 'Next day we flew to Vegas, with my Puma connects'}}"
Phoenix,League of Legends,2019.,"[set(), {'phoenix'}]","{'brands': {}, 'locations': {'phoenix': 'Phoenix, fly20Embed'}}"
Radio,Rammstein,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Power is Power,SZA,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Déjate Querer,Lalo Ebratt,2019.,"[set(), {'miami'}]","{'brands': {}, 'locations': {'miami': ""You know me, like Miami he's lovely""}}"
GANG GANG,JACKBOYS,2019.,"[set(), {'new york', 'la'}]","{'brands': {}, 'locations': {'la': ""I'm in LA with the views, huh (Yeah), I'm in LA with your boo (Yeah, it's lit)"", 'new york': ""I'm from New York, she like how I talk""}}"
Habit,Still Woozy,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Dois Enganados,Murilo Huff,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
110,Capital Bra,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
MALA SANTA,Becky G,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
I Don't Belong In This Club,Why Don't We,2019.,"[{'ubers', 'red bull', 'uber'}, set()]","{'brands': {'uber': 'Hopped out of the Uber (Uber)', 'red bull': 'Roll with the punches and hold my Red Bull up', 'ubers': ""I don't care if the Uber's on surge (No I don't, no)""}, 'locations': {}}"
Red Room,Offset,2019.,"[{'lamborghini'}, {'brooklyn'}]","{'brands': {'lamborghini': 'Green Lamborghini, paper tags (Skrrt, skrrt)'}, 'locations': {'brooklyn': 'We done sold out Brooklyn (Sold out)'}}"
Hate Myself,NF,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Down Bad,Dreamville,2019.,"[{'porsche'}, {'atlanta'}]","{'brands': {'porsche': 'Wanna make it home? Then get out the Porsche'}, 'locations': {'atlanta': ""Okay, lil' dirty, nappy-headed East Atlanta nigga""}}"
Enamórate De Alguien Más,Morat,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
I Wish Grandpas Never Died,Riley Green,2019.,"[{'bud light', 'chevrolet'}, {'birmingham'}]","{'brands': {'bud light': 'And coolers never run out of cold Bud Light', 'chevrolet': 'Wish the first time, seventeen, she was my everything kiss in a Chevrolet'}, 'locations': {'birmingham': 'I wish every state had a Birmingham'}}"
Can We Pretend,P!nk,2019.,"[set(), {'la'}]","{'brands': {}, 'locations': {'la': 'How our daddy issues took us to LA'}}"
Down To The Honkytonk,Jake Owen,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Barzinho Aleatório,Zé Neto & Cristiano,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Cada Vez Te Extraño Más,Grupo Firme,2019.,"[set(), {'la'}]","{'brands': {}, 'locations': {'la': 'See Grupo Firme LiveGet tickets as low as $10¡HAY CHIQUITITA! ¡COMO LA QUIERO!'}}"
How to disappear,Lana Del Rey,2019.,"[set(), {'new york', 'california'}]","{'brands': {}, 'locations': {'new york': ""Now it's been years since I left New York"", 'california': 'The California sun and the movie stars'}}"
Heartache Medication,Jon Pardi,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Show & Tell,Melanie Martinez,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Fire for You,Cannons,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Another Life,Motionless In White,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Atrévete,Nicky Jam,2019.,"[set(), {'puerto rico'}]","{'brands': {}, 'locations': {'puerto rico': 'Puerto Rico y Panamá'}}"
Que Le De,Rauw Alejandro,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Got What I Got,Jason Aldean,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
MONOPOLY,Ariana Grande,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Cha Cha,Freddie Dredd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Somebody,Internet Money,2019.,"[{'rari'}, set()]","{'brands': {'rari': ""The king of the jungle in the 'Rari, yeah""}, 'locations': {}}"
Body Back,Gryffin,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Need Me,J.I the Prince of N.Y,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Gaiola É o Troco,MC Du Black,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Higa,Arthur Nery,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
fast,Sueco,2019.,"[{'saks'}, set()]","{'brands': {'saks': ""Vetements socks when I'm steppin' out of Saks""}, 'locations': {}}"
Seguimos Laborando,Grupo 360,2019.,"[{'glock'}, set()]","{'brands': {'glock': 'M60, una Glock, cuerno con tubo, rifle de huevos'}, 'locations': {}}"
Undecided,Chris Brown,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Canela,Nanpa Básico,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Gitme,Dolu Kadehi Ters Tut,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
SENTADÃO,PEDRO SAMPAIO,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Makhna,Yasser Desai,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Resah Jadi Luka,Daun Jatuh,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Sorry,Joel Corry,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Serenata,Marília Mendonça,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Clandestina,FILV,2019.,"[set(), {'miami'}]","{'brands': {}, 'locations': {'miami': ""J'suis une clandestina, une clandestina à Miami""}}"
Future Nostalgia,Dua Lipa,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
hope is a dangerous thing for a woman like me to have,Lana Del Rey,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Si Te Falta Alguien,Christian Nodal,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Intro : Persona,BTS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Someone To Spend Time With,Los Retros,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Used To Love,Martin Garrix,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Pa Los Gustos Los Colores,Javiielo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Magic,Lil Skies,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Christmas Tree Farm,Taylor Swift,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Manda Áudio,Di Propósito,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Mejor No Nos Vemos,Rels B,2019.,"[set(), {'medellín'}]","{'brands': {}, 'locations': {'medellín': 'Tú en España yo de gira por Medellín'}}"
Tempo,Lizzo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Tilidin,Capital Bra,2019.,"[{'lambo', 'adidas', 'benz'}, {'monaco'}]","{'brands': {'lambo': ""Roll' im Lambo durch Monaco, stapel' Kohle, so wie Fàbregas"", 'adidas': 'Scacchi, Juventus, Jogginghose Adidas', 'benz': ""Während Rapper unsre Tracks biten (Uff), musst' ich im Benz heizen (Wrrm)""}, 'locations': {'monaco': ""Roll' im Lambo durch Monaco, stapel' Kohle, so wie Fàbregas""}}"
HEAVEN AND BACK,Chase Atlantic,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Scrawny,Wallows,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
+ (MÁS),Aitana,2019.,"[set(), {'tantas'}]","{'brands': {}, 'locations': {'tantas': 'Tantas preguntas tan inevitables'}}"
Won't Be Late,Swae Lee,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bluebird,Miranda Lambert,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Una volta ancora,Fred De Palma,2019.,"[set(), {'palma'}]","{'brands': {}, 'locations': {'palma': '[Pre-ritornello: Fred De Palma con Ana Mena]'}}"
I Love...,OFFICIAL HIGE DANDISM,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Várias Queixas,Gilsons,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Imaginate,Rich Music LTD,2019.,"[{'barbie'}, set()]","{'brands': {'barbie': 'Nuestro amor es de mentira como Barbie y Ken en el weekend'}, 'locations': {}}"
I'll Kill You,Summer Walker,2019.,"[set(), {'london'}]","{'brands': {}, 'locations': {'london': 'We got London on the track15Embed'}}"
Bonita,Juanes,2019.,"[set(), {'colombia'}]","{'brands': {}, 'locations': {'colombia': 'De Colombia para el mundo, papi'}}"
Allergic,Post Malone,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Umaasa,Calein,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bittersweet Symphony,GAMPER & DADONI,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Don't Check On Me,Chris Brown,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
How I Move,Flipp Dinero,2019.,"[{'benz', 'rollie'}, set()]","{'brands': {'rollie': ""Rollie don't tick but it got big rocks"", 'benz': 'Went and copped me a crib just to park up the drop (Benz, Benz, gang, gang)'}, 'locations': {}}"
Mirándote,Rvfv,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Beer Can’t Fix,Thomas Rhett,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Heat,Chris Brown,2019.,"[{'birkin', 'patek philippe', 'fendi', 'celine'}, set()]","{'brands': {'celine': 'No stylist in the Celine (No stylist)', 'patek philippe': ""Got you flodgin' with a icy Patek Philippe, oh, oh"", 'fendi': ""Fendi prints all on your bathin' suit, your style is so unique (Your style is so unique)"", 'birkin': 'Birkin bags and Goyard pouches (Pouches)'}, 'locations': {}}"
Sing It With Me,JP Cooper,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Undrunk,FLETCHER,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
MOJAITA,J Balvin,2019.,"[{'corona'}, {'miami'}]","{'brands': {'corona': 'Dale a la Corona y la Medalla (Ey)'}, 'locations': {'miami': 'Está caliente, ya la firmó Miami (¡Uh-wih!)'}}"
La Cartera,Farruko,2019.,"[{'cartier', 'louis', 'gucci', 'supreme', 'harley'}, {'jamaica'}]","{'brands': {'gucci': 'La cartera Gucci o Supreme', 'supreme': 'La cartera Gucci o Supreme', 'harley': ""Aquí la' moñas son verde' como el Wason & Harley"", 'louis': 'La cartera es Louis y es 100% en piel', 'cartier': ""Y adentro tengo la' moña', la paca y las Cartier""}, 'locations': {'jamaica': 'Jamaica, Jamaica'}}"
Rebota,Guaynaa,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Free Spirit,Khalid,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Love Your Voice,JONY,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
On & On,Alok,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Gbona,Burna Boy,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Keisha & Becky,Russ Millions,2019.,"[set(), {'cali', 'london'}]","{'brands': {}, 'locations': {'cali': 'Cali weed, I love ganja (Love)', 'london': 'But catch me in Central London'}}"
Rayando el Sol,Maná,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Unbelievable,Why Don't We,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
In The Party,Flo Milli,2019.,"[set(), {'alabama'}]","{'brands': {}, 'locations': {'alabama': ""(La, la, la, la, la, la) Bitch,\u2005I'm\u2005from Alabama (RaeSam\u2005on the beat!)""}}"
Lottery (Renegade),K CAMP,2019.,"[{'givenchy', 'laurent', 'gucci', 'prada'}, {'dc'}]","{'brands': {'prada': 'Prada shoes, yeah, I keep a style on me (Style on me)', 'laurent': 'Saint Laurent, Marmier, Givenchy (Givenchy)', 'givenchy': 'Saint Laurent, Marmier, Givenchy (Givenchy)', 'gucci': 'Gucci goggles, Gucci buckle, Gucci skis'}, 'locations': {'dc': 'I know shooters in DC, Bradley Beal (Shoot)'}}"
No Quiero Amarte,Justin Quiles,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
2002,Sido,2019.,"[{'bacardi'}, {'essen'}]","{'brands': {'bacardi': 'Bacardi Rum in der Tasse'}, 'locations': {'essen': '2002, Mama holt für ihre Söhne Essen'}}"
Friend Like Me,Will Smith,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Stronger,The Score,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Kalank,Pritam,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
A Casa É Sua,Casa Worship,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Fresa,TINI,2019.,"[set(), {'tantas'}]","{'brands': {}, 'locations': {'tantas': 'Tantas ganas no se controlan'}}"
Goddamn,Tyga,2019.,"[{'lamborghini'}, {'california'}]","{'brands': {'lamborghini': 'I’m a California nigga in a yellow Lamborghini (Skrrt, skrrt, skrrt)'}, 'locations': {'california': 'I’m a California nigga in a yellow Lamborghini (Skrrt, skrrt, skrrt)'}}"
Deux frères,PNL,2019.,"[{'ford', 'nike', 'mustang'}, set()]","{'brands': {'ford': 'Flow Corvette, Ford Mustang, dans la légende', 'mustang': 'Flow Corvette, Ford Mustang, dans la légende', 'nike': 'Salaire de bacqueux chaque soir dans les Nike'}, 'locations': {}}"
Two of Us,Louis Tomlinson,2019.,"[{'louis'}, set()]","{'brands': {'louis': 'See Louis Tomlinson LiveGet tickets as low as $44You might also like[Pre-Chorus]'}, 'locations': {}}"
Does To Me,Luke Combs,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Insomnia,Daya,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Big, Big Plans",Chris Lane,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bacc Seat,Roddy Ricch,2019.,"[{'gucci', 'jeep', 'porsche', 'celine', 'balenciaga'}, set()]","{'brands': {'celine': 'She want Celine, she want the Gucci', 'gucci': 'She want Celine, she want the Gucci', 'jeep': ""Pull up in a Jeep, I put it on Forgi'"", 'porsche': 'Had to throw that fat ass in the Porsche', 'balenciaga': ""I call her my lil' mama, she want new Balenciaga (Ooh yeah)""}, 'locations': {}}"
CROWN,TOMORROW X TOGETHER,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Soltera,Lunay,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Class Fight,Melanie Martinez,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Venice Bitch,Lana Del Rey,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Maman ne le sait pas,Ninho,2019.,"[{'cayenne', 'balmain'}, set()]","{'brands': {'cayenne': ""Là, j'suis avec quatre chicas, j'ai mis le plein dans le Cayenne S"", 'balmain': ""Parigot validé, Balmain rempli d'espèces""}, 'locations': {}}"
Hatchback,Cochise,2019.,"[set(), {'tokyo', 'liverpool'}]","{'brands': {}, 'locations': {'tokyo': ""In Tokyo (Uh), I'm with my ghouls (Uh, uh, uh, uh, uh), okay"", 'liverpool': 'My shooters up (Uh), no Liverpool (Uh)'}}"
Triggered (freestyle),Jhené Aiko,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"I'm Good Luv, Enjoy.",Aaron May,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
DOLLAR,Becky G,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ropa De Bazar,Ed Maverick,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Lose It,Kane Brown,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Catching Feelings,Drax Project,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Date La Vuelta,Luis Fonsi,2019.,"[set(), {'venezuela', 'cartagena', 'puerto rico'}]","{'brands': {}, 'locations': {'puerto rico': 'De Puerto Rico a Cartagena, ey', 'cartagena': 'De Puerto Rico a Cartagena, ey', 'venezuela': 'De Punta Cana a Venezuela, ey'}}"
Let Me Down Slowly,Alec Benjamin,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
La Difícil,Camilo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
BLOW,Ed Sheeran,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Homesick,Kane Brown,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Alors On Danse,Stromae,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Press,Cardi B,2019.,"[{'dior', 'bentley', 'patek'}, {'florida', 'georgia', 'new york'}]","{'brands': {'patek': 'Just flooded the wrist, the Patek, the watch (Woah)', 'bentley': 'New Bentley truck cost a quarter (Quarter)', 'dior': 'This chopper come straight from Dior'}, 'locations': {'new york': 'Got one in New York, need one in Georgia (Yeah)', 'georgia': 'Got one in New York, need one in Georgia (Yeah)', 'florida': 'Pussy still wet like Florida (Woo)'}}"
Glass House,mgk,2019.,"[set(), {'pittsburgh'}]","{'brands': {}, 'locations': {'pittsburgh': 'Just came from Pittsburgh, damn, I miss my homie Mac'}}"
Toast,Koffee,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Mi Mala,Mau y Ricky,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
One,Lewis Capaldi,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Delincuente,Farruko,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Sem Sal,Marília Mendonça,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Boasty,Wiley,2019.,"[set(), {'cali'}]","{'brands': {}, 'locations': {'cali': 'You can see the Cali weed when you look into my eyes'}}"
Miss Lonely,Sech,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Punto G,KAROL G,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Torn,Ava Max,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Pieces,AVAION,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Tomboy,Destiny Rogers,2019.,"[{'sephora'}, set()]","{'brands': {'sephora': 'Hit Sephora quick, get a red lip'}, 'locations': {}}"
23 Island,JayDaYoungan,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
MEGATRON,Nicki Minaj,2019.,"[{'fendi', 'benz', 'barbie'}, set()]","{'brands': {'benz': ""My name is Nicki M, I'm in a sticky Benz"", 'barbie': ""That mean it's candy apple red, I'm Barbie, this is Ken"", 'fendi': ""That is a Fendi fact, I'm with a hunnid macs""}, 'locations': {}}"
Bem Pior Que Eu,Marília Mendonça,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Made For You,Jake Owen,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Combatchy,Anitta,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Shea Butter Baby,Ari Lennox,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Shots,Lil Tecca,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Wish You Well,Sigala,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Numb Numb Juice,ScHoolboy Q,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
ICY,ITZY,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
WHEN I WAS OLDER,Billie Eilish,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Beautiful Scars,Maximillian,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Love Me More,Trippie Redd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Te Apuesto,Marca MP,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Wieder Lila,Samra,2019.,"[{'louis', 'gucci', 'tom ford', 'levis', 'lamborghini', 'beamer'}, {'milan'}]","{'brands': {'levis': ""Ich hab' Alkohol im Blut, in der Levi's circa sechzig Mille"", 'beamer': 'Lila in der Tasche und wir rollen im Beamer', 'lamborghini': '\u200b\u200biPhone-Handycam, Lamborghini Huracán', 'gucci': ""Ich steh' auf Komfort, Gucci, Louis, Tom Ford"", 'louis': ""Ich steh' auf Komfort, Gucci, Louis, Tom Ford"", 'tom ford': ""Ich steh' auf Komfort, Gucci, Louis, Tom Ford""}, 'locations': {'milan': 'Im Jogginganzug von Milan'}}"
Mile High,James Blake,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Dive,Hot Shade,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Love Talk,WayV,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
North Memphis,Pharmacist,2019.,"[{'glock'}, {'memphis'}]","{'brands': {'glock': ""But you can talk yo' ass off my Glock, I'm breaking something off""}, 'locations': {'memphis': 'North Memphis, North Memphis niggas'}}"
Love You For A Long Time,Maggie Rogers,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Sillón,Alfredo Olivas,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Myself,Post Malone,2019.,"[set(), {'orlando'}]","{'brands': {}, 'locations': {'orlando': 'Your second cousin lives in Orlando (Orlando)'}}"
Dime Que Sí,Jay Wheeler,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ela É do Tipo,MC Kevin o Chris,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Espaçosa Demais,Felipe Araújo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Kick It,BLACKPINK,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
MIROH,Stray Kids,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
There Was This Girl,Riley Green,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Body,Summer Walker,2019.,"[set(), {'london'}]","{'brands': {}, 'locations': {'london': 'We got London on da Track'}}"
Surtada,Dadá Boladão,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Focus,Bazzi,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
No Te Debí Besar,C. Tangana,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Trueno: Bzrp Freestyle Sessions, Vol. 6",Bizarrap,2019.,"[set(), {'china'}]","{'brands': {}, 'locations': {'china': 'Mi flow va en serio, papi, estoy hasta China'}}"
